,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
0,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@StineBHelles @hjemimand @LoumannPernille “denne anonyme profil”?! Det er jo et komplet tomt argument, Stine! Jeg er ligeså meget et rigtigt menneske som dig - jeg har bare ikke behov for selvpromovering.

Så prøv at droppe ad hominem og forholde dig til substansen. Disse tal er officielle og korrekte.

#dkpol #dkgreen https://t.co/fRDQyIIoeC","['dkpol', 'dkgreen']",2021-08-15 23:59:30
1,DanishDesign,"Colorado-DK-JrActor-Humanist-Hiker-Laidback-
Daughter(s)myEverything-Motorbikes-Collector-TinyHomes-Music-Foto-Art-Design-Nature-Film-Vintage Lover. 
🇺🇸🇩🇰","Valhalla, Asgård",1036,2314,29018,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 23:59:28
2,SomaMayel,"Den radigale bindestregsdansker, der har en holdning til det meste. Occasionally jurist ⚖️","København, Danmark",1537,1292,627,1,"Er statsministeren egentlig tilstede, for at sætte nogle ord på Afghanistan🇦🇫? Jorden kalder !? #dkpol",['dkpol'],2021-08-15 23:53:12
3,Brittaknudby,"Journalist, pensioneret før tid pga. crap helbred. Politik, bøger, film & TV. Vild med sport, Tottenham og Viborg. Empatisk. Kaffe & Chokolade = ❤️","Viborg, Danmark",2189,634,16023,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 23:47:22
4,ThorlgaardHanse,"Journaliststuderende ved DMJX - Holder ironisk distanceret armslængdeprincip til alt

tholha@dmjx.dk
27822102",,1173,28,55,0,"Dan Jørgensen: Vi ved ikke, hvordan vi når i mål med klimaet

Mette Frederiksen: Vi vil begå fejl under coronakrisen

Jeppe Kofod: Vi vil begå fejl i Kabul-evakueringen

Denne form for retorisk helgardering og bortforklaring/undskyldning må vist snart være opbrugt #dkpol",['dkpol'],2021-08-15 23:44:15
5,k_lotte,"Socialrådgiver gennem 12 år. Færdig i faget pga. stress, overgreb og andet skidt. Men som menneske atter på vej op!",Denmark,2250,319,7872,16,"Trine Bramsen: “DK militære fly er i området omkring AFG. Situationen er alvorlig - det er svært at operere. Det er vigtigt for at kunne evakuere, at vores fly er operative. Vi knokler på højtryk, på baggrund af de beredskabsplaner, som vi har haft fokus på siden april” #dkpol https://t.co/24sViHLvq6",[],2021-08-15 23:42:12
6,Mo17278808,,,103,23,135,149,"Hør her #dkpol.

I sender os i krig på løgne. 

Når vi kommer hjem i stykker - forsvinder I og overlader stumperne til familierne. 

Når flygtningene så bagefter søger os - bygger I et hegn. 

Damn right det skal have konsekvenser for jer at lyve for os. 

Ny Irakkommision - nu https://t.co/65Wry9ldYA",['dkpol'],2021-08-15 23:41:08
7,Marianne_Mandoe,"""Cis"" is a slur.
If your Feminism doesn't center biological women and girls, then you are not a Feminist. You are a Humanist.
I don't do BS.",,199,455,13822,0,"Er I stolte af jer selv #dkpol ?
I har lige solgt over 20 millioner kvinder ind i slaveri mens I har siddet og fedet over om nogle få kunne blive evakueret.
I skulle have talt dunder til Biden og Johnson.
I skulle have vist det her ville ske.",['dkpol'],2021-08-15 23:40:39
8,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@AShenningsen @TonnyANielsen Hvad der skal gøres - ved hvad?

Præsenter en konkret problem med “mangel på ressourcer” (vi mangler ikke ressourcer, vi har prissystemet som styrer det og mennesket innoverer konstant, hvis det får frihed til det), så skal jeg pege på en “løsning”.

#dkpol #dkgreen #myter","['dkpol', 'dkgreen', 'myter']",2021-08-15 23:40:22
9,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@AShenningsen @TonnyANielsen …sand? :)  Jeg bliver i tvivl om du troller mig? 

Vi mangler sgu da ikke SAND! Har du nogensinde været på en strand? Hvad tror du er OVERALT?

Det er ene og alene (over)regulering som kunstigt mindsker udbud af sand.

Vi mangler ikke ressourcer!

#dkpol #dkgreen #dkmedier #sand","['dkpol', 'dkgreen', 'dkmedier', 'sand']",2021-08-15 23:37:44
10,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@AShenningsen @TonnyANielsen Det er den mindst skadelige model. Men afgiften skal ikke være kunstigt høj for så skader den alt for meget - og så vil ingen i verden være med.

Men det er jo ikke hvad vi ser ske. I stedet øver politiker samfundsskade ved utallige dyre og unyttige føle-tiltag.

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-15 23:35:48
11,SvenssonNikolaj,"🌬I'm blowing with the wind! Tweeting in Danish & English about 🇩🇰🇪🇺🇺🇳 #dkgreen🍃 #energy⚡️ #climateaction🌍 #space🪐 
Views are my own. RT ≠ endorsement.","Copenhagen, Denmark",176,924,3904,3,"@EnerginetDK har tildelt opgaven med at udføre miljøundersøgelser af energiøerne til NIRAS og @ramboll 
https://t.co/qHQlRZnGCe
#dkpol #dkgreen #energiøer",[],2021-08-15 23:33:44
12,KringMathias,"Formand for Socialdemokratiet Vejle Partiforening, Afdelingsmedarbejder hos DSU🌹 og ledelsesmedlem i Socialdemokratiets Regnbuenetværk🏳️‍🌈","Vejle, Danmark",232,63,171,5,Hvem er denne fantastiske Mads fra @omDSB ? #dkpol https://t.co/QrjXdwiAyM,['dkpol'],2021-08-15 23:33:09
13,24NYTdk,"24NYT bringer dig de nyheder, som mainstream-medierne enten bort- eller nedprioriterer. Vi gennemgår et hav af nyhedsmedier - du får de vigtigste historier her.",Danmark,571,890,14061,0,"Undgå metalsplinter i babyøjne – tjek ophænget på sansegyngen 
https://t.co/ruDmVCi37h 
#dkpol
Store babyøjne med varme metalsplinter i hornhinden. Et scenarie alle forældre ønsker at undgå. Men det er risikoe... https://t.co/HnF6GBZk5J",['dkpol'],2021-08-15 23:31:41
14,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @Forsvarsmin populær på #dkpol https://t.co/HTGq659fDr,['dkpol'],2021-08-15 23:31:06
15,peterss_n,"DK´s fattigste playboy, lidt bonderøv, lidt germanofil. Kan finde på at sige ting......med et glimt i øjet....eller en bjælke!",,245,35,385,0,"Flygtningeindustrien A/S og Venligboere et al vejrer morgenluft, de vil skrige på afganske migranter, hurtigere end regimet i Kabul blev overløbet af taliban.
#dkpol https://t.co/Ub0GEZM8jw",['dkpol'],2021-08-15 23:31:03
16,twhjerne,"Retweeter alle #twitterhjerne spørgsmål. Følg mig for at hjælpe andre! Ansvarlig er @kasperh. DM svares ikke, skriv til @kasperh",Danmark,2972,5934,93190,1,"Har lige fået lavet mig en telegram konto, nogle der kan anbefale nogle gode grupper/sider hvor man kan følger konflikter og andre interessante ting? #twitterhjerne #dkpol",[],2021-08-15 23:31:01
17,Bazzlers,"Sådan en lidt kedelig halvgammel mand der hygger sig med dit og dat, gerne med sarkasme & ironi

Also known as René Artois so listen very carefully

HAIL HYDRA",,371,67,14141,0,"@JonathanTybjerg @JKaarsbo Det var vel så allerede på det tidspunkt at @regeringDK og de andre partier i #dkpol som står/stod bag denne indsats skulle have startet med at udarbejde planer for hvordan vi skulle trække os ud, samt de lokale der hjalp vores soldater.

#dkmedier","['dkpol', 'dkmedier']",2021-08-15 23:30:27
18,AlexDenStoerste,"Ekspert, Journalist, #revolutionær og #meningsdanner Geopolitik på højt plan, skriver på #dkgeopol - Kongen af konspirationsteorier",Bulgarien,819,378,11190,1,"Har lige fået lavet mig en telegram konto, nogle der kan anbefale nogle gode grupper/sider hvor man kan følger konflikter og andre interessante ting? #twitterhjerne #dkpol","['twitterhjerne', 'dkpol']",2021-08-15 23:30:24
19,4dorthe,"Forfatter, mor, menneske.     Be kind. It’s free","Copenhagen, Denmark",1232,2245,50577,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 23:30:24
20,EleLund,smilet er den korteste afstand mellem to mennesker. Victor Borge,"Nordjylland, Danmark",694,695,26709,8,"Jeg savner, at @DRNyheder sender live nyheder fra verdensbegivenhederne i Afghanistan ? Det er en mærkværdig prioritering. #dkpol #dkmedier",[],2021-08-15 23:18:00
21,24NYTdk,"24NYT bringer dig de nyheder, som mainstream-medierne enten bort- eller nedprioriterer. Vi gennemgår et hav af nyhedsmedier - du får de vigtigste historier her.",Danmark,571,890,14061,0,"Ny skøjtehal i København: Østerbro Skøjtehal indvies 
https://t.co/5Z7cDbo1SV 
#dkpol

Skøjteglade københavnere har fået endnu mere is at boltre sig på med den nye skøjtehal på Østerbro, som nu indvies officielt.

S... https://t.co/Ug8LVVdhDU",['dkpol'],2021-08-15 23:16:20
22,ewwegCCS,The road to hell is paved with good intentions.,Danmark,179,85,11371,9,Og det skal vi ned og blåstemple til VM næste år. Gud fader i skuret…#dkpol https://t.co/y3HzAcMiBF,['dkpol'],2021-08-15 23:13:23
23,kennethpilheden,"Green liberal from DK
Tweeting for holistic health, clean air, clean water, clean energy and clean food.",Denmark,463,74,1070,37,"Vaccinerede testes kun ved symptomer, når de skal på sygehuset. Ikke vaccinerede testes altid. Så. Hvordan ved vi, hvor stor en andel af indlagte der hhv. med og uden vaccine er testet positive? Sjovt nok rapporteres tal ukritisk videre af journalisterne. #dkmedier #covid #dkpol https://t.co/G7uCE700LI",[],2021-08-15 23:09:44
24,DariaWagner20,поддерживаю Алексея и его соратников - хватит грабить Россию! Путина под суд. ФСБ - разогнать!,"Copenhagen, Denmark",918,311,42998,12,"Ubærlig og tragisk udvikling i Afghanistan. Historien vil dømme koalitionen hårdt, hvis USA og NATO ikke køber sig den nødvendige tid til at få vores afghanske medarbejdere og partnere sikkert ud #dkpol https://t.co/OLQQGec5Sr",[],2021-08-15 23:09:37
25,KrigerenDK,Netavis med militære/ forsvars relaterede opdateringer. Mail : info@krigeren.dk,Denmark,471,1853,3251,0,"En gruppe danskere og nordmænd er søndag aften “under meget vanskelige omstændigheder” blevet evakueret ud af Afghanistan oplyser @Forsvarsmin  natten til mandag.
 https://t.co/sdSKAgnW4p #dkforsvar #dkpol","['dkforsvar', 'dkpol']",2021-08-15 23:08:51
26,bentpn,"imod: overformynderi, ekspertvælde, politisk korrekthed, personhetz  For: at tænke selvstændigt ikke lade sig manipulere, retten  til selv at vælge. Borgerlig.",Danmark,4138,1483,127544,0,De har tydeligt aldrig tænkt sig at nogen af dem skal stilles for retten. De har jo flertallet #dkpol https://t.co/NpB7U64Cwg,['dkpol'],2021-08-15 23:07:54
27,Morten_Baek,Departementschef,"København, Danmark",113,1846,1761,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 23:05:15
28,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,20,"Mit fødeland er i brand og aldrig har jeg følt mig mere magtesløs💔🇦🇫 Jeg har brug for at se flere ikke-afghanere tilkendegive, at de er klar over, HVOR stor en skuffelse 🇩🇰indsats i Afghanistan har været! Kom nu #dkpol #Kabul",[],2021-08-15 23:03:12
29,MHelbak,"anti, anti Mette Frederiksen og resten af DF.","Nørrebro, København, Danmark",310,193,7363,0,"@dkpol_net Findes der overhoved nogle eksempler på, at vestlig invasion, med krig og ødelæggelse, har gennemtrumfet et velfungerende demokrati, hvor der aldrig havde været det før?",[],2021-08-15 22:55:31
30,yuyu20193,,,513,109,28752,24,"Regeringens udenrigspolitik kan grundlæggende beskrives som ét stort svigt: Svigt af danske børn i Syrien, svigt af tolke i Afghanistan, svigt af corona ramte Italien, svigt i kampen mod diktaturenes fremmarch. Det er pinligt. Det er en skændsel #dkpol",[],2021-08-15 22:50:07
31,AnetteJrgensen3,"Beautiful places, US politics and more","Odense, Danmark",61,60,11367,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:48:37
32,politikerpip,De populære tweets fra danske politikere. Skabt af @ernstpoulsen og @fiwa.,Danmark,2,1696,72723,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:47:01
33,annebetpedersen,"PhD Fellow writing about the cultural obsession with Sylvia Likens and the Trope of the Beautiful Dead White Girl 
She/Her
ADHD",,1286,1414,37130,3,"mit hjerte bløder for det afghanske folk. 

nu går vi den tid i møde hvor politikkere kommer til at nægte asyl og politisk hjælp til nye flygtninge. 

det internationale fælleskab vil køre nyhedshistorier, mens de vil forsømme folket, som er påvirket. #Kabul #dkpol",[],2021-08-15 22:46:52
34,Bazzlers,"Sådan en lidt kedelig halvgammel mand der hygger sig med dit og dat, gerne med sarkasme & ironi

Also known as René Artois so listen very carefully

HAIL HYDRA",,371,67,14141,0,"Hvis nu vores leder i @Statsmin tør, så er den frække løsning på en ny kulturminister lige her @PilouAsbaek 

#dkpol #dkmedier https://t.co/AjHQpfMASx","['dkpol', 'dkmedier']",2021-08-15 22:46:39
35,24NYTdk,"24NYT bringer dig de nyheder, som mainstream-medierne enten bort- eller nedprioriterer. Vi gennemgår et hav af nyhedsmedier - du får de vigtigste historier her.",Danmark,571,890,14061,0,"Jylland får en ny direkte flyforbindelse til Warszawa 
https://t.co/fo85Q7dZz5 
#dkpol
Den 1. november åbner en ny direkte flyrute til den polske hovedstad, Warszawa, fra Aarhus Airport. Det er Ryanair, som præsenterer årets...",['dkpol'],2021-08-15 22:45:46
36,TheCityGirl,"Tekstforfatter, Social Media Manager og svært glad for kaffe",Nørrebro,878,564,3868,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:45:44
37,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"#dkpol Følg tråd. Kaos. Ingen tjek, ingen sikkerhed. Hvordan kan Statsledere forårsage så meget rod, kaotiske forhold og tragedier? Hvordan kunde Biden sætte det her igang? 
Vil han hente de der flygter fra hans katastrofale ordre, til USA?

Eller skubber han det til EU via FN? https://t.co/MvxvOHCfFr",['dkpol'],2021-08-15 22:44:21
38,HaraldFabricius,"Næstformand, 3F Københavns Chauffører #dkpol #dktrp #socialdumping #arbejde","København, Danmark",194,233,468,11,"Ikke i mit land! Jeg holdt tale ved Nemlig.coms lager i Brøndby i dag.  Det er ikke fagbevægelsen, der er gammeldags. Det, der hører fortiden til, er dårlige løn og arbejdsvilkår!  #arbejde #dkpol https://t.co/IUs5tikQDl",[],2021-08-15 22:44:13
39,Ankerstjerne,,Copenhagen,351,60,364,33,"På hospitaler håndterer man nu Corona som alle andre sæsonbetonede sygdomme. Måske vi sku’ gøre det samme på Christiansborg og se at få deaktiveret den epidemilov, så vi kan få bare lidt mere forudsigelighed ind i den politiske beslutningsproces #dkpol 

https://t.co/gEhXzpx2pA",[],2021-08-15 22:43:46
40,ChristianAaby,Pressesekretær i Statsministeriet @statsmin. Før det presseansvarlig i Skatteministeriet @skmdk. Uddannet Journalist. Tweets er naturligvis mine egne.,København,713,669,2728,16,"Trine Bramsen: “DK militære fly er i området omkring AFG. Situationen er alvorlig - det er svært at operere. Det er vigtigt for at kunne evakuere, at vores fly er operative. Vi knokler på højtryk, på baggrund af de beredskabsplaner, som vi har haft fokus på siden april” #dkpol https://t.co/24sViHLvq6",[],2021-08-15 22:43:41
41,ChristianAaby,Pressesekretær i Statsministeriet @statsmin. Før det presseansvarlig i Skatteministeriet @skmdk. Uddannet Journalist. Tweets er naturligvis mine egne.,København,713,669,2728,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:43:36
42,EmmaFibiger,"Redaktør, Event & Udvikling, @DRnyheder | Tidligere @tv2news💛| 📩 emmf@dr.dk",,599,449,924,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:43:30
43,bjarkhamarmusic,Liberal socialist. Retwitter of good opinions i... I think😅 vaccinated!! #allnarcsarebastrads,"Aalborg, Danmark",534,174,13606,20,"Mit fødeland er i brand og aldrig har jeg følt mig mere magtesløs💔🇦🇫 Jeg har brug for at se flere ikke-afghanere tilkendegive, at de er klar over, HVOR stor en skuffelse 🇩🇰indsats i Afghanistan har været! Kom nu #dkpol #Kabul",[],2021-08-15 22:43:02
44,LykkeAniki,,,1577,549,2691,16,Nej børn skal ikke vaccineres mod #covid - læs lægens svar👇 @SSTSundhed @regeringDK #dkpol https://t.co/NADYi04eXY,"['covid', 'dkpol']",2021-08-15 22:41:41
45,Bazzlers,"Sådan en lidt kedelig halvgammel mand der hygger sig med dit og dat, gerne med sarkasme & ironi

Also known as René Artois so listen very carefully

HAIL HYDRA",,371,67,14141,0,"@KarinaMimoun Man kunne som sådan vel også tænke.

Hvis nu alle de her allierede som USA har/havde i Irak/Afganistan mente at det var så vigtigt, kunne de vel have overtaget USA rolle dernede.
Men mon Pape og de andre var/er villige til at sende flere folk derned selv?

#dkpol #dkmedier","['dkpol', 'dkmedier']",2021-08-15 22:40:52
46,JonasDonbaek,Doing cool stuff with SEO at s360.,Aarhus C,2659,1531,37000,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:38:33
47,maiakm,"Internetculture, trolls, online hate communities, digital harassment, the manosphere, cybersecurity and digital literacy. Work: Cybernauterne  & Talk Town",Cph,2211,2368,13887,39,"Jeg kom lige til at tænke på at Anders Fogh bestilte lige præcis det her portræt,da han gik af i 2009 #Afganistan #dkpol https://t.co/XvRPdNTIpK","['Afganistan', 'dkpol']",2021-08-15 22:38:26
48,karenclement,"Pressechef, Forsvarsministeriet",Copenhagen,1495,3633,7181,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:38:09
49,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323229,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:38:03
50,Trinebramsen,Socialdemokrat. God i kamp med tartelettang. Fynsk brunsvigerambassadør. Profil føres ikke som forsvarsminister. Henvendelser til fmn@fmn.dk,Denmark,919,13561,6753,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:37:57
51,Martinwoldike,"Presserådgiver, Forsvarsministeriet / Press advisor, Danish MoD (Tidl. Udenrigsministeriet og TV 2 NEWS)",Copenhagen,1287,728,4118,24,"Forsvarsminister Trine Bramsen: “Jeg kan oplyse, at det søndag aften, under meget vanskelige vilkår, lykkedes Forsvaret at evakuere en gruppe danskere og nordmænd ud af Afghanistan. Jeg har for nuværende ikke yderligere at oplyse om operationen.” #dkpol",[],2021-08-15 22:37:29
