,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
10,Laerkespenner,Social Experience Architect. Star Wars chess Master and sarcasm ninja. Founder - The Creative Agency Copenhagen,Copenhagen,1303,1745,26756,10,"….. men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed.

#dkpol #dkmedier https://t.co/1rxT4srzxP","['dkpol', 'dkmedier']",2021-08-14 23:12:41
11,torstenfroling,,,427,78,2457,8,"Hvor var Henriette da @BrianMork  sagde det samme? Skriver kvinder rundt til Kvinfos samarbejdspartnere og får hende bandlyst? Kan hun overhovedet repræsentere 
@KVINFO når hun åbenbart mener det er kvindernes skyld at de bliver udsat for overgreb? #dkpol https://t.co/Fz8z3b4ozh",[],2021-08-14 23:09:55
12,BibsenSkyt,"Børnehavepædagog/Souschef . mennesker, medier, politik og samfundet. På Twitter fra 2009 minus en lille pause, som til tider er tiltrængt :)",Denmark,1442,1199,77618,4,"Vi svigter vores allierede afghanske samarbejdspartnere.

Det er det vildeste svigt i dansk udenrigspolitik nogensinde. 

Skam jer #dkpol - uden undtagelser.

Halve aftaler er ydmygende. 

Respekt for vore faldne - er det mindste vi som demokrati kan forvente.

#dkmedier https://t.co/IWV58LNSAE",[],2021-08-14 23:05:46
13,NinamariaL,"Thoughtful, justice-seeking, rebellious, introvert human. Loving the best I can. Believing that we carry the answer deep inside. Just listen & you can hear it.",Danmark,228,78,739,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 23:02:55
14,FrkT1972,🙈🙉🙊🐵,,847,968,26476,9,"2/n. Punkt 6 fortjener speciel fokus. Der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere. - Hvorfor betaler vi til TjekDet med en bevilling fra Folketingets finansudvalg?
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/CXHgDV5Evl",[],2021-08-14 23:02:20
15,Metatro79442365,Covid minimizing white heterosexual male. If you are even the slightest bit woke I will block you so fast your head will spin.,,97,14,988,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 23:01:33
16,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",403,3114,3805,9,"2/n. Punkt 6 fortjener speciel fokus. Der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere. - Hvorfor betaler vi til TjekDet med en bevilling fra Folketingets finansudvalg?
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/CXHgDV5Evl","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 23:01:10
17,SorenSchifter,"Biopharma/Pharma investment, MD, DMSc","Frederiksberg, Denmark",403,3114,3805,19,"1/n. Ti gode råd fra Geert Vanden Bossche om, hvordan man skiller skidt fra kanel i det informationsoverflow, vi bombarderes med.
https://t.co/TIttqvbNX9
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19","['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-14 23:01:09
18,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,0,"@Stamjaklen True.
#vi blev sendt afsted på den vildeste politiske løgn. @venstredk og Anders Fogh, løj os i krig - og #dkpol afslutter krigen med den mest svigefulde og tarvelige udgang muligt. 

#dkpol aner ikke hvad det betyder at kæmpe for andre eller for ordentlighed.","['vi', 'dkpol', 'dkpol']",2021-08-14 22:58:27
19,MayMajbritt,Pædagog,Danmark ,57,33,5409,7,"Vi er NØDT til at gøre noget ved det her @RasmusPrehn - og det er på din vagt! Læs her vores brev til @TimmermansEU ⬇️🙏
#dkpol #dknatur #dkklima #dkgreen #dkung
@miljoemin @Foedevare @fvmdk @spisekammeret @WWFdk @DenGroenneStud @Klimabev @danskungdom https://t.co/21LHbElg8C",[],2021-08-14 22:57:54
20,bjarkhamarmusic,Liberal socialist. Retwitter of good opinions i... I think😅 vaccinated!! #allnarcsarebastrads,"Aalborg, Danmark",534,174,13606,17,"De stod foran os .
#afghansketolke

Reddede vores liv.

Fuck jer #dkpol - jeres svigt er det mest nedrige. 

#dkmedier https://t.co/DilvLldq5f","['afghansketolke', 'dkpol', 'dkmedier']",2021-08-14 22:57:43
21,MagnusMark15,"Roer og Tøjsælger.
Elsker foreningsdanmark.
Politisk Blå.",Aarhus,833,247,410,0,"@HjalteOlsen @LisbethBNielsen @PernilleVermund @berlingske @TomJensen1966 @PiaOlsen Du har ingen argumenter mand
Der er intet galt med billederne
Du hader på mediedækning af politik som DU ikke kan lide

Du skal lukke røven så hårdt at det er svært at forklare 

Gå hjem, tænkt dig grundigt om og FUCK dig og det autoritære skodsamfund du ønsker!
#dkpol #dkmedier","['dkpol', 'dkmedier']",2021-08-14 22:51:24
22,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,3,"Alle har ret til fair betaling for deres kreative arbejde, skriver @regeringDK i sin hvidbog om Big Tech. Den ambition er vi i @skuespillerforb og @DJintweets helt enige i, men der er et stykke vej endnu @benjaminboe #dkmedier #dkpol #arbejde
https://t.co/X48Mpd4Uel",[],2021-08-14 22:50:58
23,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,1,"Også danske mediefolk har været afhængige af lokal hjælp i Afghanistan. Derfor opfordrer @JohansenTine og @DJintweets nu politikerne til at huske denne gruppe, når der forhandles på mandag #dkpol #dkmedier #Afghanistan 
https://t.co/gtTZ168LEg",[],2021-08-14 22:50:20
24,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,5,Apropos genåbning: Vi har stadig til gode at se forbedring af offentlighedsloven #dkmedier #dkpol  @MF_K_Lorentzen @JanEJoergensen @KHegaard @RosaLundEl @PernilleVermund @TorstenGejl @AlexVanopslagh @skaarup_df @MadsAndersenC @SikandaSIDDIQUE @rohde_jens  https://t.co/QklmwyyPvE,"['dkmedier', 'dkpol']",2021-08-14 22:50:11
25,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,1,"Tak til alle de modige, der taler højt om alvorlige problemer med arbejdsmiljøet i film- og tv-branchen. Hos @DJintweets har et trygt arbejdsliv højeste prioritet, så afgørende at få gang i at finde løsninger #dkmedier #dkpol 
https://t.co/zSg0Fj0P56",[],2021-08-14 22:49:50
26,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,5,"Jeg er mere end almindelig ærgerlig over, at evakuerings-aftalen ikke omfatter mediearbejdere og stringere for danske medier i Afghanistan. I alt cirka 20 personer. Tak, @khoenge , for at tale deres sag #dkpol #dkmedier
https://t.co/xlTycho2xH",[],2021-08-14 22:49:44
27,LudSkarp,Prøver at være en mellemting mellem slaven på triumfvognen og den lille dreng i kejserens nye klæder. Antifa. Ejegodt gemyt.,,508,367,7280,0,"BFN BREAKING FAKE NEWS BFN
Nye Borgerlige vil finansiere grøn omstilling gennem besparelser på daginstitutioner.
""Minkfarmene står tomme,et barn per bur, en pædagog per hal og bleerne sparer vi også"", udtaler Pernille Vermund.
#skarplud #breakingfakenews #dkpol #dkmedier","['skarplud', 'breakingfakenews', 'dkpol', 'dkmedier']",2021-08-14 22:49:37
28,LoveTrueNature,☮️🙏🏼LOVE❤️#Prince😇spirit&soul🌞🌹💦🌈🕉🎶🕊💞🕊🌐💓🎶#music💨👣#nature🌕🦋#PaisleyPark🍁✝️😘🌲WorldPeaceHugs♻️💙🐬🎶🐸#organic💚🍎👌🏿#wildlife🐾💜✌🏾,Denmark DK Europe Earth Heart,3580,1818,98604,7,"Vi er NØDT til at gøre noget ved det her @RasmusPrehn - og det er på din vagt! Læs her vores brev til @TimmermansEU ⬇️🙏
#dkpol #dknatur #dkklima #dkgreen #dkung
@miljoemin @Foedevare @fvmdk @spisekammeret @WWFdk @DenGroenneStud @Klimabev @danskungdom https://t.co/21LHbElg8C",[],2021-08-14 22:49:11
29,annebetpedersen,"PhD Fellow writing about the cultural obsession with Sylvia Likens and the Trope of the Beautiful Dead White Girl 
She/Her
ADHD",,1286,1414,37130,17,"De stod foran os .
#afghansketolke

Reddede vores liv.

Fuck jer #dkpol - jeres svigt er det mest nedrige. 

#dkmedier https://t.co/DilvLldq5f","['afghansketolke', 'dkpol', 'dkmedier']",2021-08-14 22:47:53
30,KnudFlensted,Biolog @BirdLifeDOF,"København, Danmark",264,177,423,52,"Jeg forstår ikke hvordan hvordan videnskaben kan komme med sine klareste og mest alvorlige advarsel til dato, uden at Mette F. og regeringen kalder til pressemøde ligesom den 11. marts 2020. Erklær klimanødstilstand og behandl krisen som en nødsituation! #dkgreen #dkpol https://t.co/S3Qjtl9iCz",[],2021-08-14 22:44:47
31,brianholm1962,Ploegleider,Frederiksberg,1127,41629,2562,3,"Årets udgave af PostNord Danmark Rundt er slut. Med @EvenepoelRemco som en imponerende samlet vinder. Men også med markante danske aftryk. Vinderen fra Dybbøl @Mads__Pedersen kunne vi eksempelvis hylde som en samlet nummer to i løbet.
#dkpol #cycling https://t.co/zGGRhnpVT5",[],2021-08-14 22:42:56
32,MagnusMark15,"Roer og Tøjsælger.
Elsker foreningsdanmark.
Politisk Blå.",Aarhus,833,247,410,2,"https://t.co/ikEqwf8X1Y

Hun har ret

(Venstrefløjens) kvinders fjende er en skide godhjertet dansk stand-up-komiker som siger det alle ved: Forberedelse er altid klogt

Hvor er kritikken af fx Islam?
Afghanske kvinder bliver nu sexslaver og mister samtlige rettigheder
#dkpol",['dkpol'],2021-08-14 22:42:26
33,boegebaronen,,,146,36,1016,9,"Hører BBCradio.I flere dage har forskellige topeksperter udtalt,at det er umuligt at opnå flokimmunitet pga mutationer. Derfor taler de om epidemi frem for pandemi. Mit spg til @SSTbrostrom er:
Hvorfor skal vi vaccinere børn, hvis selv det ikke sikre flokimmunitet? #dkpol",[],2021-08-14 22:39:36
34,boegebaronen,,,146,36,1016,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 22:39:03
35,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@pcgreenddalgi “Hockeystaven” er et forsøg på at mindske skadevirkningerne af den populistiske “klima”-politik. 70%-målet står til at koste os 800 mia. Det er fuldkommen proportionsløst. Det er ressourcer vi kunne have brugt meget mere fornuftigt til glæde &amp; gavn for mennesker.

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-14 22:37:59
36,MikkelH54488484,"Islamkritiker og samfundsinteresseret
Find mig også på parler.
https://t.co/miTGo11sUB…",Danmark,293,290,17747,7,"Styr dig.

Som altid har jeg ganske godt styr på det jeg skriver om. Det ved jeg godt er utroligt ubelejligt for dig, for jeg er svær at debattere med/mod. For jeg ved hvad jeg taler om og har styr på mine argumenter. 

99% støtter Sharia som officiel lov i Afghanistan.

#dkpol https://t.co/TRyGiF3Hzh",[],2021-08-14 22:36:19
37,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@pcgreenddalgi Hvad vil det sige at “løse problemet”? Danmark udleder under 0,10% af global CO2. Vi kan end ikke påvirke klimaet målbart om så alle danskere blev beamet til månen i morgen og derfor stoppede med at udlede CO2.

#dkpol #dkgreen","['dkpol', 'dkgreen']",2021-08-14 22:36:13
38,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1038,1510,344459,17,"De stod foran os .
#afghansketolke

Reddede vores liv.

Fuck jer #dkpol - jeres svigt er det mest nedrige. 

#dkmedier https://t.co/DilvLldq5f","['afghansketolke', 'dkpol', 'dkmedier']",2021-08-14 22:35:23
39,Anderskoustrupk,Whistleblowerorganisationen - Veron. Modtager af Menneskerettighedsprisen. Irak veteran. Politisk rådgiver.,København,1396,2196,8083,17,"De stod foran os .
#afghansketolke

Reddede vores liv.

Fuck jer #dkpol - jeres svigt er det mest nedrige. 

#dkmedier https://t.co/DilvLldq5f","['afghansketolke', 'dkpol', 'dkmedier']",2021-08-14 22:34:23
40,annebetpedersen,"PhD Fellow writing about the cultural obsession with Sylvia Likens and the Trope of the Beautiful Dead White Girl 
She/Her
ADHD",,1286,1414,37130,10,"….. men vores samarbejdspartnere skal afvente sagsbehandling før de kan komme i sikkerhed.

#dkpol #dkmedier https://t.co/1rxT4srzxP","['dkpol', 'dkmedier']",2021-08-14 22:30:05
41,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323229,13,"“Christiansborg skal finde pengene. Jeg håber Mette Frederiksen har set i sommer, at problemet med ligeløn går ikke væk”, siger ⁦@PSkipperEL⁩ fra sygeplejerskernes demo i København til ⁦@tv2newsdk⁩ #dkpol https://t.co/THShQUPd7y",[],2021-08-14 22:30:04
42,pelledragsted,Demokratisk Socialist. tidl MF. Forfatter til Nordisk Socialisme. Democratic Socialist - former MP. Author of Nordisk Socialisme.,Danmark,2875,29320,29489,13,"“Christiansborg skal finde pengene. Jeg håber Mette Frederiksen har set i sommer, at problemet med ligeløn går ikke væk”, siger ⁦@PSkipperEL⁩ fra sygeplejerskernes demo i København til ⁦@tv2newsdk⁩ #dkpol https://t.co/THShQUPd7y",[],2021-08-14 22:29:38
43,LyngeRosing,,,14,2,93,17,"1/n. Overalt i verden erkendes det nu at flokimmunitet er uopnåelig. Det er nået helt ind på SSI. - De siger det er pga. Delta varianten. Men det skyldes at virus muterer kontinuerligt.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 22:29:38
44,LyngeRosing,,,14,2,93,5,"2/n. Delta er allerede blevet til Delta+ og sikkert meget andet mange steder. Mutationerne fortsætter. - Alligevel fastholder de, at børnene skal vaccineres, og at  der skal gives en booster.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 22:29:33
45,KarinVerland,"Bestyrelsesformand og læge  #sdg, #humanrights, #ledelse, #diversitet, #livet, #kvinder, #etik, #døden #lægevidenskab",,552,982,2240,0,"Aldrig havde jeg set for mig et kollaps i Afghanistan, der gik så stærkt. Hurtigere end Sovjets exit, hurtigere end Saigons fald. En aften som i aften er det svært at være udstyret “over middel” med indfølingsevne😏
#dkpol #dkforsvar","['dkpol', 'dkforsvar']",2021-08-14 22:27:49
46,PedersenCas,Folketingskandidat @Venstredk // fhv. FN ungdomsdelegat 2019/20 og EP-kandiat 2019 //🐤 på egen regning og mest om #dkpol #eupol #dkbiz #youth,"Frederiksberg, Copenhagen",718,773,2732,0,"@espersendf Nu var der jo så også domsmænd i sagen, som stemte det samme som dommeren. Domsmændene er trods alt i flertal. Så måske man bare burde overholde loven i stedet. #dkpol",['dkpol'],2021-08-14 22:26:54
47,PedersenCas,Folketingskandidat @Venstredk // fhv. FN ungdomsdelegat 2019/20 og EP-kandiat 2019 //🐤 på egen regning og mest om #dkpol #eupol #dkbiz #youth,"Frederiksberg, Copenhagen",718,773,2732,0,"@Pia_Kjaersgaard Nu var der jo så også domsmænd i sagen, som stemte det samme som dommeren. Domsmændene er trods alt i flertal. Så måske man bare burde overholde loven i stedet. #dkpol",['dkpol'],2021-08-14 22:26:34
48,silberg_mads,"Forhenværende professionel soldat og officer, debattør og rådgiver.","Solrød, Danmark",177,383,2753,4,"Vi svigter vores allierede afghanske samarbejdspartnere.

Det er det vildeste svigt i dansk udenrigspolitik nogensinde. 

Skam jer #dkpol - uden undtagelser.

Halve aftaler er ydmygende. 

Respekt for vore faldne - er det mindste vi som demokrati kan forvente.

#dkmedier https://t.co/IWV58LNSAE",[],2021-08-14 22:26:07
49,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1038,1510,344459,1,"@Anderskoustrupk @Forsvaret Jeg kan slet ikke forestille mig, hvor vildt det må føles, at have ofret så meget, for at blive behandlet så elendigt. #dkpol burde skamme sig og jeg ser personligt frem til, at du fortæller dem nogle hårde sandheder d. 5/9. Hepper på dig! 💪👏",[],2021-08-14 22:19:22
50,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@jonasholmdk @SorenPape Jeg mener man kan ræsonnere sig frem til det logisk og at det er noget nær almen viden.

Men her er Pew Research, som viser at 99% af afghanerne støtter at Sharia skal være officiel lov i Afghanistan.

99% må inkludere en del kvinder. Desværre næsten alle.

#dkpol #dkmedier https://t.co/2RN3AnPTxq","['dkpol', 'dkmedier']",2021-08-14 22:19:18
51,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @SorenSchifter populær på #dkpol https://t.co/zfNGeE1yFr,['dkpol'],2021-08-14 22:19:07
52,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"@FrkT1972 Man ledes til at tro dette er gjort i enighed fra begge parter med USAs accept, og kan dermed forklare den sindsyge hurtige fremryk og besejring. 

Uanset - skal EU ledere og Nato nu op på dupperne, være på forkant og huske og lære af 2001 katastrofen. #dkpol",['dkpol'],2021-08-14 22:18:43
53,stinelinnemann,Kandidat til borgerrepræsentationen i København for Rolig Revolution 🗳🙋‍♀️ Kunstner og aktivist ❤️ https://t.co/X7IzLgnwpt,København NV,1368,2161,38285,1,"@Anderskoustrupk @Forsvaret Jeg kan slet ikke forestille mig, hvor vildt det må føles, at have ofret så meget, for at blive behandlet så elendigt. #dkpol burde skamme sig og jeg ser personligt frem til, at du fortæller dem nogle hårde sandheder d. 5/9. Hepper på dig! 💪👏",['dkpol'],2021-08-14 22:17:55
54,M_K_Petersen,"Siger min mening på #dkpol!
Venstrefløjstype.
Der kan forekomme retoriske spørgsmål.
Don't be wack - Be woke.","Gladsaxe, Danmark",1308,1785,41146,0,"En gang stillede Cicciolina op i italiensk politik, det synes flere af de blå kommentatorer og medier var helt okay...?

Ik?
Længe leve #Væmligmund?
#DKMedier #DKpol 

Kvindekroppen er ikke et våben?","['Væmligmund', 'DKMedier', 'DKpol']",2021-08-14 22:15:17
55,AlexanderGrandt,Vicedirektør i @Cevea. Kvidrer om politik og samfundsudvikling. 💻 agp@cevea.dk 📱+45 41 40 00 33,,1322,2927,4760,5,Hvem er denne fantastiske Mads fra @omDSB ? #dkpol https://t.co/QrjXdwiAyM,['dkpol'],2021-08-14 22:14:59
56,1Whistleblowers,,"California, USA",81,2396,123779,4,"Det er så sindsygt at I agerer som I gør. 
Vi i @forsvaret har kæmpet i vildskab i tyve år.
Jeg har kæmpet med #dkpol i ti år på #whistleblower området og har efterhånden mistet enhver tiltro til #dkpol.

Nu nærmer 5. Sept sig - og vi veteraner GLÆDER os til at tale med jer. https://t.co/pV1C3kkaVQ",['dkpol'],2021-08-14 22:14:57
57,kent_olesen,Stor tilhænger af kritisk journalistik og fri presse. Radio24syv’er. ❤️ Stationschef for 3 betonværker i Østjylland.,Bjerringbro,136,80,1481,9,"Hører BBCradio.I flere dage har forskellige topeksperter udtalt,at det er umuligt at opnå flokimmunitet pga mutationer. Derfor taler de om epidemi frem for pandemi. Mit spg til @SSTbrostrom er:
Hvorfor skal vi vaccinere børn, hvis selv det ikke sikre flokimmunitet? #dkpol",[],2021-08-14 22:13:41
58,liberty_dane,"Pipper om politik og frihed.

Great minds discuss ideas. Average minds discuss events. Small minds discuss people.",,342,603,62396,0,"@SoldrengenJacob @denrigtigenima Fandt den selv. Sådan set enig med Nima i at det er en sørgelig film.

Men min ‘pointe’ var, at Nima med sit tweet selv promoverede videoen - for jeg havde ikke hørt om den før Nima reklamerede for den.

At jeg skrev det blev Nima sur over og blokerede mig. 

#dkpol #dkmedier","['dkpol', 'dkmedier']",2021-08-14 22:13:29
59,truhole,"Highly respected Norwegian Author, Journalist, Sommelier, Inspirator, Influenser and Child of Nature. Links on web: https://t.co/2SBlx0VV12",Norway,703,759,7198,21,"Den etablerede presses kritikløse kolportering af coronainfo medfører også noget godt. - Erkendelsen af at kritisk journalistik ikke eksisterer i den etablerede presse. - Den viden frigør en masse tid. - Perfekt!
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-14 22:12:05
60,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1038,1510,344459,4,"Vi svigter vores allierede afghanske samarbejdspartnere.

Det er det vildeste svigt i dansk udenrigspolitik nogensinde. 

Skam jer #dkpol - uden undtagelser.

Halve aftaler er ydmygende. 

Respekt for vore faldne - er det mindste vi som demokrati kan forvente.

#dkmedier https://t.co/IWV58LNSAE",[],2021-08-14 22:11:44
61,Waqar4world,"A Child of Conflict, Studying WAR to fight for PEACE.   #WAOPIN
    Researcher  Co-founder at https://t.co/LIaBDngyOF
Like Philosophy, Politics, &, Literature",Kashmir,591,157,1416,1,"@jonasholmdk @SorenPape Styr dig.

Som altid har jeg ganske godt styr på det jeg skriver om. Det ved jeg godt er utroligt ubelejligt for dig, for jeg er svær at debattere med/mod. For jeg ved hvad jeg taler om og har styr på mine argumenter. 

99% støtter Sharia som officiel lov i Afghanistan.

#dkpol https://t.co/XHLsuZ9NXl",[],2021-08-14 22:11:17
62,PKejlberg,Det går nok 😊,,27,2,69,0,"@CasparStefani Mon der er mange unge piger omkring 15, der kommer med hjem og får privat bopæl hos Jeppe Kofoed? #dkpol",['dkpol'],2021-08-14 22:10:46
