,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
25,Zinckjo,Indbygger i DK. Bliver mere og mere opmærksom på det store i det små. Elsker vindtørret vasketøj. Lad os sammen høre jorden dreje: stille - stille.,København,586,606,12438,7,"»Jeg skriver ikke, at DF ryger ud af Folketinget ved næste valg. Men partiets relevans og politik er overtaget af en række andre partier.«

Læs hele kommentaren her. 

#dkpol @DanskDf1995 @folketinget 

https://t.co/AIkeMMrXM8",[],2021-08-16 22:48:10
26,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @LisbethBNielsen populær på #dkpol https://t.co/oPyNFZZW7T,['dkpol'],2021-08-16 22:47:05
27,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,0,"Hej @JeppeKofod @Trinebramsen @regeringDK

Du kan give amerikanerne @POTUS et ultimatum :

Flyv danske statsborger ud af #Kabul Lufthavn nu med helikopter, eller forsvind fra #Thule basen i #Grønland.

Mvh.
John
S-medlem

#DkPol #DkMedier https://t.co/74KdCCRKOQ","['Kabul', 'Thule', 'Grønland', 'DkPol', 'DkMedier']",2021-08-16 22:45:34
28,Afghan_Congress,"Uniting over 150 million people of Afghan origin to reclaim our historical place in world affairs as pioneers of art, science, trade & leadership. #AfghansFirst",America - Europe - Asia,21,693,8110,4,"Der er en dyb, dyb frygt for at kvinders rettigheder og muligheder bliver sat tilbage af Taleban ⁦@SamiraNawa om #afghanistan ⁩ #dkpol https://t.co/8ELH7SyHbP",[],2021-08-16 22:44:19
29,Zinckjo,Indbygger i DK. Bliver mere og mere opmærksom på det store i det små. Elsker vindtørret vasketøj. Lad os sammen høre jorden dreje: stille - stille.,København,586,606,12438,2,"Inspirerende besøg hos Knuthenborg Safaripark. Tak til Christoffer Knuth og dyrechef Anita Haupt Holm for at fortælle levende om bæredygtig drift, biodiversitet samt en masse om dyrenes vilkår, dyrevelfærd og samarbejdet med relevante organisationer som @DyrBeskyt #dkpol https://t.co/xt3wvmLSha",[],2021-08-16 22:42:28
30,Zinckjo,Indbygger i DK. Bliver mere og mere opmærksom på det store i det små. Elsker vindtørret vasketøj. Lad os sammen høre jorden dreje: stille - stille.,København,586,606,12438,13,"I ugens meningsmåling fra @voxmeter får @Spolitik igen over 30%.
@radikale har en tilslutning på 6% , hvilket er det næstbedste resultat siden feb.
@KonservativeDK får med 12,9% den dårligste måling i et 1/2 år. 
13,7 % til @venstredk, der således stadig er større end K.
#dkpol https://t.co/QaxqBnngay",[],2021-08-16 22:42:12
31,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @RosaLundEl populær på #dkpol https://t.co/d7jHwWcYAk,['dkpol'],2021-08-16 22:40:05
32,Zinckjo,Indbygger i DK. Bliver mere og mere opmærksom på det store i det små. Elsker vindtørret vasketøj. Lad os sammen høre jorden dreje: stille - stille.,København,586,606,12438,2,"Manglen på lederskab er fortsat tydelig i Blå Blok

Nu går gassen også af den @KonservativeDK ballon

#dkpol https://t.co/NXzbC2IjwJ",['dkpol'],2021-08-16 22:39:03
33,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,0,"Hej @JeppeKofod 

Jeg forstår dog ikke du satser på hjælp fra Pakistan, hvorfor kontakter du ikke amerikanerne og NATO ? De har 100 vis af store helikopter der kan transporter danske statsborger over grænsen til Pakistan.

Fly kan ikke lande nu i Kabul.

#DkPol #DkMedier","['DkPol', 'DkMedier']",2021-08-16 22:39:00
34,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,0,"Hej @JeppeKofod 

Du kunne ringe til den pakistanske præsidet eller din kontakt person der, og få lavet en aftale om, at få hjæp med store helikopter som kan flyve dansker over den pakistanske grænse.

#DkPol #DkMedier","['DkPol', 'DkMedier']",2021-08-16 22:36:49
35,hveps_irina703,,Denmark,760,698,37681,10,"Uhyggeligt og tankevækkende. Hvis artiklens indhold står til troende, så var hele retssagen en skueproces og en personlig politisk hadforbrydelse fra dommerens side. Hvilke konsekvenser får det for retsformand Søren Holm Seerup? #dkpol #klartale #dkmedier https://t.co/nqNl6V3RO5",[],2021-08-16 22:36:19
36,Mortenrf,Tidl. La Liga Ekspert på BetXpert. Bilsyns inspektør - Og helt tosset med sport (BIF/LIVERPOOL),Danmark,748,99,2669,0,"Gad vide hvad folk nu skal brokke sig over, nu hvor det viser sig at Danmarks økonomi har det rigtig godt, og viser vækst i BNP, samt udlandsgælden er tilbage på samme niveau som før corona 🤔#dkpol #dkmedier Selvom der er brugt mange penge på at teste raske mennesker.","['dkpol', 'dkmedier']",2021-08-16 22:34:23
37,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"@mufce @sorenpind Enig. Det er hvad jeg mener med at #dkpol skulle tænke selv. Signalene var der. Vi er trods alt ret tæt på MØ i forhold til USA. Nu har vi fået en desideret større sikkerhedsrisiko, i tillæg til en human katastrofe vi endu ikke kender omfanget af, og Biden har stukket af.",['dkpol'],2021-08-16 22:33:08
38,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23043,0,Lige nu er @FrejElbaek populær på #dkpol https://t.co/xUuhg1ilHX,['dkpol'],2021-08-16 22:30:08
39,emilsandersen,"Kandidat til borgerrepræsentation for RV, debattør, statskundskaber, ivrig pianist, tweeter for egen regning. Mobil: 28595985",København,251,113,155,0,"Igen kan vi læse skønmaleri om udviklingen på KBHs boligmarked i dagens Politiken fra @Jonasbjorn. Her er lidt tal, som @Spolitik i KBH ikke kan løbe fra: de seneste 15 år er det kun fem procent af de nybyggede boliger, der er almene #dkpol https://t.co/n320W2R7zR",['dkpol'],2021-08-16 22:30:07
40,frank_limkilde,"Manden. Myten. Maskinen. Også kendt som Frank Oddset. Men lad være med at følge mine spilforslag, med mindre du har lyst til at gå fallit. 😀",Odense C Danmark,25,87,5098,0,"@CasparStefani Sendte ""os"" afsted? Nu er jeg så tilfældigvis militærnægter (også selvom jeg trak frinummer) og ved sidste folketingsvalg stemte jeg på Kristendemokraterne. Så jeg ser gerne du blander mig udenom. #dkpol https://t.co/uEBXVROo5w",['dkpol'],2021-08-16 22:29:03
41,john1966olsen,Erly retired old YouTuber and computer gamer. I enjoy life :-)  Socialdemokrat and S-member. #MongoTV #MongoNews #MongoTube #MongoMedia #MongoSpace #MongoDrones,Denmark - Copenhagen North,4999,2625,979221,0,"Hej @JeppeKofod 

Bedste løsning vil være, at få samlet danske statsborger i millitære del af Kabul Lufthavn under amerikansk beskyttelse, og så en luftbro med store helikopter over den pakistanske grænse.

Det ikke muligt at lande med fly hvis Runway fyldt med mennesker

#DkPol",['DkPol'],2021-08-16 22:27:33
42,TineGjerlv,"Nature 💚 Journalism, environmnt, strategic pol. tweets r personal views",Denmark,532,1207,5014,3,Her en konkret operationel plan til de igangværende forhandlinger om landbrugets klimapåvirkning. Mindre kvælstof = mindre CO2 - mere natur. Bum #dkpol https://t.co/j6yDwQZLYS,['dkpol'],2021-08-16 22:26:53
43,Freyjihad,"ᛉ

ENG/DAN/SWE

📷: @citrus_hare
☕: https://t.co/L4BHQJZ4FC
🔞",Dyke of no nation,384,1577,18504,48,"Danmark har sammen med 60 andre lande skrevet under på en opfordring til Taliban om at lade afghanere forlade landet. Går ud fra at det også betyder, at DK tager sin del af ansvaret for disse flygtninges beskyttelse. #dkpol",[],2021-08-16 22:26:40
44,ThomasHeie,Fængselsbetjent - FREM'er - Fotograf - FDFer,"København, Danmark",111,269,21597,25,"Mens situationen i Afghanistan henover weekenden løb mere og mere løbsk, var forsvarsminister @Trinebramsen  flittig til at opdatere sociale medier med forskellige gøremål.

»Endelig kan vi gå til koncert igen.«

#dkpol #Afghanistan 

https://t.co/RlWWEFJNxy",[],2021-08-16 22:25:53
45,KjaerTravel,"Travel, football, racing🌍 Random travel memories: 2016🇦🇬🇰🇳🇵🇷. 2017🇨🇺🇧🇿🇬🇹🇬🇪🇦🇿. 2018🇯🇴🇴🇲🇱🇰🇰🇷. 2019🇹🇱🇲🇪. 101 countries... #KjaerTravel","København, Danmark",271,47,5021,1,@sfhoni Retteligt sagde han at alle har et ansvar. Derved også ham selv. Andet er en løgn Holger. Ansvaret for den dårligste tilbagetrækning i krigstid siden Vietnam ligger hos Biden. Total svigt af allierede og afghanere. #dkpol #dkmedier #dkforsvar,"['dkpol', 'dkmedier', 'dkforsvar']",2021-08-16 22:25:32
46,solgudinde,"iranian/danish queer baha’i mess. techno-anthropologist researching online oppression, digital cultures and harmful algorithms. 👩🏻‍💻",they/them,143,100,256,48,"Danmark har sammen med 60 andre lande skrevet under på en opfordring til Taliban om at lade afghanere forlade landet. Går ud fra at det også betyder, at DK tager sin del af ansvaret for disse flygtninges beskyttelse. #dkpol",[],2021-08-16 22:24:55
47,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32739,0,"@MikkelH54488484 Enig. Hvorfor de gav op, tror jeg drejer sig om frygt for at stå alene. Taliban har flere allierede. 

Vi er banket tilbage til Square one, men nu er taliban stærkere. Dette er ikke godt og vi bør være opmærksom på når der kaldes til bøn, på arabisk nogle steder i DK. #dkpol",['dkpol'],2021-08-16 22:24:32
48,Thaarup_dkpol,"Opvokset på landet. Bor i byen. Museumsinspektør. Frihed, lighed, natur, klima og heavy metal. Medlem af Alternativet.","Hovedstaden, Danmark",101,144,3947,0,@JonasDamith Lise Kanelgiffel - hende ville jeg egentlig gerne se.,[],2021-08-16 22:24:16
49,EleLund,smilet er den korteste afstand mellem to mennesker. Victor Borge,"Nordjylland, Danmark",694,695,26709,1,Var der overhovedet ét ord om NATO eller USAs allierede i krigen? #dkpol #Afghanistan #dkmedier,"['dkpol', 'Afghanistan', 'dkmedier']",2021-08-16 22:20:56
50,jeppedams,Avishaj på NORDJYSKE Medier.,,140,230,1043,51,"At niveauet er så lavt blandt dem der sendte os afsted, er måske en af forklaringerne på hvorfor det gik som det gjorde. #dkpol https://t.co/DhOgTUsqVp",[],2021-08-16 22:20:33
51,BentzonSine,"Billedkunstner, (førtids)pensioneret socialrådgiver med sclerose... Udpræget re-tweeter.","Sønderborg, Danmark",124,79,490,17,"Mens vesten i al hast forlader Afghanistan, efterlader vi en befolkning i frygt og uden håb. Vi har et moralsk ansvar for ikke at svigte de afghanere, der søger beskyttelse i vores lande, eller har brug for humanitær bistand for at overleve hjemme. #dkpol #dkaid",[],2021-08-16 22:19:09
52,Hanne_Nielsen,,,61,23,179,1,"Det sidste jeg orker i dette døgn er at høre racister og nationalister kloge sig på situationen i #Afghanistan. Det næstsidste jeg orker er ikke-morsomme komikere, der prøver at gøre sig morsomme på bekostning af tragediens ofre. #dkpol #brianmørk",['Afghanistan'],2021-08-16 22:18:26
53,Sidseldv,Fysikstuderende ved Københavns Universitet.,Valby,212,167,1190,16,Ift. forskningsbaseret viden om Afghanistan må vi desværre melde pas. Trods en stolt dansk forskningstradition med mere end 100 år på bagen kunne #dkpol ikke finde penge til at redde Centralasienstudier under sidste nedskæringsrunde.,[],2021-08-16 22:18:08
54,RTOEBO,,,254,101,10143,11,"Kina er blandt de første til at støtte Talebans overtagelse af Afghanistan. Men hvem kan egentligt være overrasket - selvfølgelig holder tyrannerne sammen for at sikre egen magt. #dkpol 

https://t.co/NH8so9vNFF",[],2021-08-16 22:18:07
55,df_lars,"Kandidat for DF til Borgerrepræsentationen  i København og Region Hovedstaden med fokus på miljø, natur, klima, ældre-, og værdipolitik",,309,222,245,10,"Uhyggeligt og tankevækkende. Hvis artiklens indhold står til troende, så var hele retssagen en skueproces og en personlig politisk hadforbrydelse fra dommerens side. Hvilke konsekvenser får det for retsformand Søren Holm Seerup? #dkpol #klartale #dkmedier https://t.co/nqNl6V3RO5","['dkpol', 'klartale', 'dkmedier']",2021-08-16 22:15:20
56,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323229,23,"Hvis du vil hjælpe de hårdest ramte i #Afganistan kan du støtte:

@danskrodekors på Mobilepay 91345 eller SMS - send GIV250 til 1290
og støt med 250 kr.

@UNICEFDK på Mobilepay 72720 eller SMS - send en sms med teksten “hjælp” til 1900 og støt med 50 KR. 

#dkaid #dkpol #Nødhjælp",['Afganistan'],2021-08-16 22:15:04
57,uffeelbaek,Member of the Danish Parliament for the Independent Greens - Frie Grønne - Danmarks nye venstrefløjsparti.,Copenhagen,2182,58548,36007,23,"Hvis du vil hjælpe de hårdest ramte i #Afganistan kan du støtte:

@danskrodekors på Mobilepay 91345 eller SMS - send GIV250 til 1290
og støt med 250 kr.

@UNICEFDK på Mobilepay 72720 eller SMS - send en sms med teksten “hjælp” til 1900 og støt med 50 KR. 

#dkaid #dkpol #Nødhjælp",['Afganistan'],2021-08-16 22:14:48
58,TorbenLl1,"Cand.Merc.Aud. Familiefar. Blogger for og om egne meninger om frihed, håb og en fremtid for min familie og Danmark. Strejf af sympatier for anarkokapitalisme.",,229,159,16423,0,Også mandagsskyderi i #Gøteborg. Travl aften i #Sverige. #dkpol #svpol #nopol https://t.co/jShpf8Z1wv,"['Gøteborg', 'Sverige', 'dkpol', 'svpol', 'nopol']",2021-08-16 22:12:20
59,PallePoulsen,"Life is great. I don't hate you if we disagree. Founder, https://t.co/BcGsP3EtmL and author of the first Danish legal thriller, Kastaniens DNA, #1 at Mofibo/Danish Storytel.","Frederiksberg, Denmark",54,151,8249,0,"...hmm, der røg den nobelpris...det virker vildt med en anklage tilbage fra 1965 - hvordan skal den bevisbyrde kunne løftes?
#metoo #dkpol #dkmedier
https://t.co/9UAmGy9Ng5","['metoo', 'dkpol', 'dkmedier']",2021-08-16 22:09:49
60,julius_ohlsen,,,17,1,27,0,"Ærligt, så er jeg ligeglad med, hvad der sker i Irak, Iran, Afghanistan. Måske vi skulle lade deres andedam være. Hvis ikke de ville have diktatur havde de det ikke. Hov forresten, hvis din religion er værd at slå ihjel for, så start med dig selv. #dkmedier #dkpol #Afganistan","['dkmedier', 'dkpol', 'Afganistan']",2021-08-16 22:09:12
61,politikerpip,De populære tweets fra danske politikere. Skabt af @ernstpoulsen og @fiwa.,Danmark,2,1696,72723,17,En af de mest katastrofale statsministre vi har haft - militært og økonomisk - kloger sig… #dkpol  https://t.co/maoYk8UfnI,['dkpol'],2021-08-16 22:09:02
62,JacobNetteberg,Byrådsmedlem i Rudersdal og Folketingskandidat for Radikale Venstre i Nordsjælland. Twitter er bevis: Danskerne kommer i mange modeller.,"Rudersdal, Danmark",504,500,1821,4,"Der er en dyb, dyb frygt for at kvinders rettigheder og muligheder bliver sat tilbage af Taleban ⁦@SamiraNawa om #afghanistan ⁩ #dkpol https://t.co/8ELH7SyHbP",[],2021-08-16 22:08:11
63,_Skjellerup,,,453,261,1631,17,En af de mest katastrofale statsministre vi har haft - militært og økonomisk - kloger sig… #dkpol  https://t.co/maoYk8UfnI,['dkpol'],2021-08-16 22:07:56
64,annsophiehp,"Kontaktperson for @rgungdom i Aalborg. Socialrådgiverstuderende på AAU.
Tweets om #dkpol har for længst vundet indpas","Aalborg, Danmark",220,41,570,75,"Stærke sager at se Anders Fogh i News. Han har om nogen ansvaret for den forfejlede krigspolitik, men vil ikke tage skyggen af ansvar. I stedet bortforklaringer, falske analogier, stråmandsargumenter og floskler om frihed og demokrati #dkpol",[],2021-08-16 22:07:26
