,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
0,KKockii,"Indfødsretnørd.   🇩🇰
FT-kandidat for @alternativet_
Et mangfoldigt samfund - med medmenneskelighed, tillid og værdighed.
Forkvinde i Fair Statsborgerskab!","Stevns, Danmark",301,272,1145,16,"Generation Identitær påstod forleden i Information, at den danske befolkning bliver udskiftet af udlændinge. Problemet er bare, at teorien ikke har hold i fakta #dkpol https://t.co/VMVBm3Shwq",[],2021-08-19 08:59:20
1,MargueritteEch,|⚜️Author & Freelance-writer⚜️|L&R~Egmont~Aller~Saxo Publish~ Forfatterskabet | Member of Danish Author Union/Society |📚Historical & Political Researcher,⚜️🇩🇰Denmark~Copenhagen Area,2758,3251,32740,0,"@Enhedslisten @regeringDK Når stat modtager flygtninger bærer den et stort ansvar. Ansvar for egne borgere der arbejder for at fylde statskassen og lønne politikerne. 
Regnskabet kunde gå op, hvis #dkpol stopper bistand til Afganistan og Pakistan. 
5000 X + familiesammenført. https://t.co/PSmnA81Tak https://t.co/GRByH3RWOm",['dkpol'],2021-08-19 08:58:27
2,dkpol_net,"https://t.co/RXPQSSsMaN er et website, der minut for minut trækker de mest interessante tweets ud af #dkpol og præsenterer dem på en læsbar måde. Tjek det ud!",Danmark,73,2889,23044,0,Lige nu er @KristinMClement populær på #dkpol https://t.co/gUvyIIdw3p,['dkpol'],2021-08-19 08:58:05
3,kristeligt,Avisen om livets store spørgsmål. Og især #dktro #dkreligion #dkpol #etikdk #sundpol #dksocial #dkkultur #dkaid og #familieliv,Denmark,4407,20973,27829,0,".@Sygeplejeraadet og @regionerne kan fortsat ikke blive enige. Politikerne har hovederne begravet i Afghanistan-konflikten, og sygeplejerskerne har svært ved at få taletid i medierne. Dækningen er ramt af en træthedskultur, skriver @IRLKurtStrand #dkpol 
https://t.co/FZLxAj5qy0",['dkpol'],2021-08-19 08:57:39
4,HermansenBo,"I work for the Danish State railways.       I served in the Jutland Dragoons as a recce trooper, 1987-1988. keen modeller and  amateur historian","Aarhus, Danmark",128,21,838,9,Forbud mod Croptops = negativ social kontrol - unge kvinder skal ikke udskammes for at klæde sig som de vil - de skal ikke tage ansvar for mænd og drenges gammeldags moral og manglende koncentrationsevne #croptop #dkmedier #dkpol https://t.co/PbvfxusY64,[],2021-08-19 08:57:06
5,realkliman,🌻-🌋-🌴-🐞-🌭-🌎-🏭 FØLG KLI MAN,Danmark,757,671,3780,1,"På tide at sige farvel til tågehorn som @BjornLomborg, skriver Politiken
""Vi bør som journalister nok behandle klimaskeptikere lidt, som vi gør med vaccineskeptikere og folk, der påstår, at 5G-netværk er statslig masseovervågning""
😂
#dkgreen #adios #dkpol
https://t.co/eG2JWMUNe9",[],2021-08-19 08:56:39
6,BruunGarcia,"🇪🇺  🇬🇹  🇺🇳
  🎗 💚 🌍




ANTIFA

























Freyja er min Gudinde













🧘‍♂️🧘‍♂️🧘‍♂️","København, Danmark",3553,701,29296,4,I en intern mail til medlemmer af @KonservativeDK lyver @SorenPape om anklagerne mod Naser Khader. I januar blev Pape kontaktet af Hayat Faizi. Han svarede ikke. Nu påstår han at han kun havde hørt rygter. Har nogen fra #dkmedier spurgt til det? #dkpol #metoo https://t.co/ZV5DEPTi04,[],2021-08-19 08:55:10
7,mfMorten,"Socialdemokrat. Tweeter især om #dkpol @spolitik @Springsteen og Vestegnens stolthed, @BrondbyIF Profil føres ikke som skatteminister. Kontakt via skm@skm.dk","Rødovre, Danmark",957,15329,6537,1,100.000 grønne biler på de danske veje. Og en tredjedel af alle nyregistrerede biler er nu grønne. Det glæder skatteminister @mfMorten #dkpol #dkgreen #dkskat https://t.co/yaEiUQxotj,[],2021-08-19 08:53:07
8,DrivkraftDK,"Brancheorganisation for de virksomheder, der leverer brændstof ⛽️ el 🔌 og services ☕️ til transporten og bilisterne i Danmark. Presse: 53571747",Danmark,2146,1549,4885,0,"@EuropeanEnergy_ og REintegrate skal levere e-metanol til Mærsks første klimaneutrale skib:
https://t.co/3uJrm5C8lG #dktrp #dkpol #dkgreen","['dktrp', 'dkpol', 'dkgreen']",2021-08-19 08:52:57
9,LlerSilas,Fodbold - AGF - Politik og samfund,,45,2,50,43,"Enhedslisten vil ikke afvise en skat på 89% for de rigeste i Danmark, hvis staten havde brug for pengene. “Det er jo bare demokrati”, siger Peder Hvelplund. 

Nej. Det ville tyranni at opkræve 89% i skat hos borgerne. #ftlive #dkpol",[],2021-08-19 08:51:32
10,JeanetteDahl5,,Danmark,94,67,7926,4,"Hørt @MagnusBarsoe!

Har sagt det samme i årevis. Der er ik 2 sider til årsag, omfang og hast, og den misforståelse hos #dkmedier må simpelthen stoppe nu!

Nu handler det om løsninger og her er dansegulvet åbent for alle der kan &amp; vil løse opgaven.

#dkpol
https://t.co/RgE2DW5TsK",[],2021-08-19 08:49:51
11,CasperDall,Politisk redaktør på @avisendanmark. Mest #dkpol + #dkmedier + #kompoldk. Træffes bedst via casda@jfmedier.dk eller DMs.,,1122,10014,7349,1,"Unfair juletræskonkurrence? Er julen i fare? @AvisenDanmark har historien om særlig branche, der er i oprør #dkpol #dkbiz https://t.co/S6f2DehjM1","['dkpol', 'dkbiz']",2021-08-19 08:49:06
