,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
0,Koebke_C,"Cd.dh. Art of Købke.
Selvstændig.
Statsrådgv. Af. tpb. 
Made in 2450.

Man har et standpunkt, til man tager et nyt.. Og så håbe at man har lært af det forrige?",,82,25,663,0,"@KD_Mikkelsen @venstredk Tjae miljø har aldrig været noget man gad i den borgelige verden, og hos V. Men panik kan vel også få partier til at ændre mening🤪#dkpol #dkmedier #medier #Politik","['dkpol', 'dkmedier', 'medier', 'Politik']",2021-08-13 23:55:59
1,Koebke_C,"Cd.dh. Art of Købke.
Selvstændig.
Statsrådgv. Af. tpb. 
Made in 2450.

Man har et standpunkt, til man tager et nyt.. Og så håbe at man har lært af det forrige?",,82,25,663,0,@btdk Vi skal ikke have mennesker der er svindeldømt i Folketinget! Husk på at Messersmidt var super heldig at meget materiale var blevet forældet grundet smøl i sagerne imod ham. DF var dengang magtfulde på borgen og hjalp sikkert med smølet. #dkpol #dkmedier #medier,"['dkpol', 'dkmedier', 'medier']",2021-08-13 23:48:44
2,BirgitBak1,"Økologisk bonde, alment praktiserende naturmediciner, bogholder, blogger, mad- og sundhedsentusiast, stud. phil.",Hinnerup,463,104,628,4,"Hvis nogen siger: vent med vaccinen, børn, den er kun nødgodkendt, I har ikke selv brug for den, og vi kan alligevel ikke opnå flokimmunitet. Så himler folk op og siger hold kæft, selv om det er fx læger, der udtaler sig. Men uden lægelig baggrund er det her ok😳👇#covid #dkpol https://t.co/QEjAOWwdUX",[],2021-08-13 23:47:54
3,Smitty04491966,Bor i det salte blæsende udkants Danmark 🌊 Shaman af Gaia's nåde 💓 Mediterer 🧘‍♀️Veganer 🍇,,180,101,9648,52,"Jeg forstår ikke hvordan hvordan videnskaben kan komme med sine klareste og mest alvorlige advarsel til dato, uden at Mette F. og regeringen kalder til pressemøde ligesom den 11. marts 2020. Erklær klimanødstilstand og behandl krisen som en nødsituation! #dkgreen #dkpol https://t.co/S3Qjtl9iCz",[],2021-08-13 23:42:52
4,PiaOlsen,Formand for SF,"Danmark, Europe",542,56409,18050,5,"Puha, det er godt nok forfærdelige nyheder. Korsør-borgerne med PFOS-forgiftninger skal have særlig hjælp i sundhedsvæsnet og følges, så de bliver hjulpet bedst muligt! #dkpol @SFpolitik https://t.co/YQlMCqNxCQ",[],2021-08-13 23:39:24
5,TulleBasen,"Partileder, Højrefløjsopportunist & ALTID i opposition! Tweeter om stort og småt fra Tulle-Basens univers... #TulleBasen

""If you like what you see - follow me""",Thyregod & Christiansborg,86,441,1047,0,"Mon det er denne 'kamp' seriekrænkeren mener han er klar til at kæmpe? Ved snart ikke hvad der er mest tåkrummende... Iøvrigt ikke mange tilbage fra det landsmøde udover @RasmusJarlov og Naser Khader.  

#Dkpol #dkmedier #naserkhader @KonservativeDK  

https://t.co/cTRYdXtKkz","['Dkpol', 'dkmedier', 'naserkhader']",2021-08-13 23:33:41
6,Koebke_C,"Cd.dh. Art of Købke.
Selvstændig.
Statsrådgv. Af. tpb. 
Made in 2450.

Man har et standpunkt, til man tager et nyt.. Og så håbe at man har lært af det forrige?",,82,25,663,0,@jppolitik Du kan få bøder for at køre for stærkt.. Men fri os for folk i vores folketing der bevist laver dokumentfalsk ⛔ #dkpol #dkmedier #medier #Politik,"['dkpol', 'dkmedier', 'medier', 'Politik']",2021-08-13 23:29:50
7,Koebke_C,"Cd.dh. Art of Købke.
Selvstændig.
Statsrådgv. Af. tpb. 
Made in 2450.

Man har et standpunkt, til man tager et nyt.. Og så håbe at man har lært af det forrige?",,82,25,663,0,@tv2politik Tjae hvad man ikke lukker ud for at få lidt opmærksomhed🤪 Men de er underholdende på en dum måde. #dkpol #dkmedier #medier,"['dkpol', 'dkmedier', 'medier']",2021-08-13 23:23:34
8,dkpolparrot,Jeg tweeter hemmeligheder der modtages som PM anonymt og automatisk🤖. Derudover retweeter jeg alt hvad MF'ere skriver offentligt.Kontakt: dkpolparrot@gmail.com,Danmark,196,2603,323229,2,Det er ok at være uenig Pia - jeg og V sætter klima og arbejdsudbud højest.... #dkpol #dkmedier https://t.co/gXIwSAskOr,"['dkpol', 'dkmedier']",2021-08-13 23:18:03
9,kimvalentinDK,"EU og Europaordfører Venstre, viceborgmester i Gribskov, partner i Finanshuset i Fredensborg A/S",Valgt i Københavns omegn ,165,730,1044,2,Det er ok at være uenig Pia - jeg og V sætter klima og arbejdsudbud højest.... #dkpol #dkmedier https://t.co/gXIwSAskOr,"['dkpol', 'dkmedier']",2021-08-13 23:17:37
